"gene_id","ensembl_gene_id","gene_symbol","gene_type","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","status"
"ENSG00000186480.15","ENSG00000186480","INSIG1","protein_coding",8130.96701682592,6.2361123387199,0.186482531792106,33.4407318411573,3.51000156582164e-245,5.08669426918872e-241,"Upregulated"
"ENSG00000104549.14","ENSG00000104549","SQLE","protein_coding",2821.92417428338,3.91599261576814,0.133667370564375,29.2965485835018,1.14762573295023e-188,8.31569606095739e-185,"Upregulated"
"ENSG00000109107.16","ENSG00000109107","ALDOC","protein_coding",1075.08804940407,4.99410054950983,0.170923227888167,29.2183842489648,1.1327699613653e-187,5.47203409336867e-184,"Upregulated"
"ENSG00000196139.16","ENSG00000196139","AKR1C3","protein_coding",2014.71308407646,2.92868224915684,0.101415090935102,28.8781701239214,2.24486260893434e-183,8.1331372321691e-180,"Upregulated"
"ENSG00000052802.15","ENSG00000052802","MSMO1","protein_coding",3197.0553112632,4.83422969992455,0.16884874430248,28.6305339130293,2.80134398633547e-180,8.11941540999473e-177,"Upregulated"
"ENSG00000113161.19","ENSG00000113161","HMGCR","protein_coding",3091.53450848178,2.92363074157281,0.102551258659333,28.5089698536502,9.06856333380619e-179,2.19036033055866e-175,"Upregulated"
"ENSG00000117395.15","ENSG00000117395","EBNA1BP2","protein_coding",571.523933092974,-2.62760831475597,0.0948930498190966,-27.690208289914,9.16042843333653e-169,1.89647041222733e-165,"Downregulated"
"ENSG00000101670.14","ENSG00000101670","LIPG","protein_coding",771.624590999648,2.40792715786203,0.0871658763716365,27.6246537991048,5.62792459319899e-168,1.019498540058e-164,"Upregulated"
"ENSG00000164211.15","ENSG00000164211","STARD4","protein_coding",662.582994098221,2.860507397597,0.10407853714094,27.4841237797511,2.71794506522167e-166,4.37649554279915e-163,"Upregulated"
"ENSG00000106541.14","ENSG00000106541","AGR2","protein_coding",1291.7001126553,-3.86646045076193,0.14158820253203,-27.3077868185188,3.42823315841508e-164,4.96819549317513e-161,"Downregulated"
"ENSG00000067064.14","ENSG00000067064","IDI1","protein_coding",1537.34759340842,3.8096929857781,0.140539416771504,27.1076476144205,8.00080339330041e-162,1.05406947977918e-158,"Upregulated"
"ENSG00000131069.22","ENSG00000131069","ACSS2","protein_coding",3288.14444613718,2.83176624824475,0.109137545362707,25.9467650553591,1.97776448686827e-148,2.38848024530791e-145,"Upregulated"
"ENSG00000148730.9","ENSG00000148730","EIF4EBP2","protein_coding",2622.88535609341,-2.54458987627201,0.0983422574805771,-25.8748369364469,1.27872696545176e-147,1.42548547564053e-144,"Downregulated"
"ENSG00000172893.20","ENSG00000172893","DHCR7","protein_coding",2358.76402872387,3.19128954870997,0.123781840059714,25.7815649466065,1.42750495130417e-146,1.47767155387857e-143,"Upregulated"
"ENSG00000112972.16","ENSG00000112972","HMGCS1","protein_coding",2978.15713636111,4.00013214996446,0.157864893708513,25.3389595114823,1.18931513268899e-141,1.14903699352859e-138,"Upregulated"
"ENSG00000057704.15","ENSG00000057704","TMCC3","protein_coding",557.553060295879,1.77713490239954,0.07039080955924,25.2466893551484,1.23146209393639e-140,1.11539679158288e-137,"Upregulated"
"ENSG00000115561.18","ENSG00000115561","CHMP3","protein_coding",1188.72501210008,-2.31413970636315,0.0918681382271121,-25.1897964955189,5.18198969620749e-140,4.41749380455523e-137,"Downregulated"
"ENSG00000078114.21","ENSG00000078114","NEBL","protein_coding",3382.29381229294,-2.46045110759511,0.100152534877422,-24.5670377749948,2.84424539945955e-133,2.28993357383154e-130,"Downregulated"
"ENSG00000168394.15","ENSG00000168394","TAP1","protein_coding",739.331956158443,1.52530520131833,0.0621653708479569,24.5362519440108,6.0641257126948e-133,4.62533209623016e-130,"Upregulated"
"ENSG00000099194.8","ENSG00000099194","SCD","protein_coding",13519.9056196374,2.39394149927851,0.0979743314847425,24.4343744223589,7.37765111366477e-132,5.3458459969615e-129,"Upregulated"
"ENSG00000136937.15","ENSG00000136937","NCBP1","protein_coding",1160.47709706468,-2.3801292635137,0.0989002894442982,-24.065948410133,5.6839532181697e-128,3.92246904941501e-125,"Downregulated"
"ENSG00000071967.14","ENSG00000071967","CYBRD1","protein_coding",748.608197406729,1.94211879591624,0.081865350820894,23.7233307674357,2.07159911158752e-124,1.36461883296029e-121,"Upregulated"
"ENSG00000011347.12","ENSG00000011347","SYT7","protein_coding",2118.4834935864,1.86898015310217,0.0792090259595916,23.5955452104111,4.28213673014328e-123,2.69811849970593e-120,"Upregulated"
"ENSG00000112511.20","ENSG00000112511","PHF1","protein_coding",915.322853053985,3.13703692948718,0.133420216120297,23.5124557635156,3.04186530830926e-122,1.83677966866741e-119,"Upregulated"
"ENSG00000012660.16","ENSG00000012660","ELOVL5","protein_coding",1479.02547468799,2.52746014693224,0.107858840125156,23.4330365874457,1.96883752255163e-121,1.14129573507273e-118,"Upregulated"
"ENSG00000134398.17","ENSG00000134398","ERN2","protein_coding",152.742574731182,-3.7798593854539,0.162007903356551,-23.3313270966484,2.13268575645763e-120,1.18872623009938e-117,"Downregulated"
"ENSG00000138814.19","ENSG00000138814","PPP3CA","protein_coding",278.134718421299,-3.48018274478692,0.14965482953419,-23.2547306065512,1.2740969371539e-119,6.83859733823492e-117,"Downregulated"
"ENSG00000128595.19","ENSG00000128595","CALU","protein_coding",3796.37252992318,1.61270406573737,0.0694148338810594,23.2328448484182,2.12099152587465e-119,1.09776461403484e-116,"Upregulated"
"ENSG00000141458.15","ENSG00000141458","NPC1","protein_coding",1235.27717960554,2.51098929883496,0.109609194653794,22.9085644390148,3.81717181704232e-116,1.90753289560611e-113,"Upregulated"
"ENSG00000179918.19","ENSG00000179918","SEPHS2","protein_coding",776.281642498156,-2.56473657108348,0.112354335345608,-22.8272150175088,2.4614686528512e-115,1.18905345723732e-112,"Downregulated"
"ENSG00000109929.12","ENSG00000109929","SC5D","protein_coding",1858.08054461256,2.35422555761396,0.103234143719122,22.8047182143468,4.11659660078392e-115,1.92444251414711e-112,"Upregulated"
"ENSG00000156515.27","ENSG00000156515","HK1","protein_coding",1239.81829590529,1.99527989145839,0.0885191270244057,22.5406639054209,1.65813728526041e-112,7.50928923062307e-110,"Upregulated"
"ENSG00000198074.12","ENSG00000198074","AKR1B10","protein_coding",366.711721989848,4.46833724376116,0.199384055571507,22.410704963109,3.09499251262805e-111,1.3591706513032e-108,"Upregulated"
"ENSG00000169174.15","ENSG00000169174","PCSK9","protein_coding",1874.14756907732,2.92708297015847,0.132442592928793,22.10076762641,3.10739441651954e-108,1.32448117306474e-105,"Upregulated"
"ENSG00000250786.5","ENSG00000250786","SNHG18","lncRNA",349.154065637561,3.01312246087296,0.136851958451591,22.0173864880333,1.96260948505745e-107,8.12632475927214e-105,"Upregulated"
"ENSG00000079459.16","ENSG00000079459","FDFT1","protein_coding",5414.31422503536,2.77508505422428,0.126956824043561,21.8584946113026,6.45376344024418e-106,2.59799832711163e-103,"Upregulated"
"ENSG00000173530.8","ENSG00000173530","TNFRSF10D","protein_coding",659.486933842055,2.00131656563039,0.0925731672143806,21.6187543955988,1.19663435995967e-103,4.68692571473934e-101,"Upregulated"
"ENSG00000075618.20","ENSG00000075618","FSCN1","protein_coding",319.277713682907,4.29880333391176,0.199210222084138,21.5792306686759,2.81512798173248e-103,1.0736009134544e-100,"Upregulated"
"ENSG00000285517.3","ENSG00000285517","LINC00941","lncRNA",130.534946570878,-3.09164214654769,0.14447094961281,-21.3997496024874,1.34327470236561e-101,4.99147102222627e-99,"Downregulated"
"ENSG00000129292.23","ENSG00000129292","PHF20L1","protein_coding",411.879834012783,-1.80874492698857,0.0848305541617935,-21.3218567868699,7.11776853375052e-101,2.57876753977781e-98,"Downregulated"
"ENSG00000087842.13","ENSG00000087842","PIR","protein_coding",437.469896638979,2.84980610727482,0.134000744134049,21.2670916545358,2.29048699215878e-100,8.09603353423536e-98,"Upregulated"
"ENSG00000188895.14","ENSG00000188895","MSL1","protein_coding",2162.30657043708,2.0276283823617,0.0955982396198194,21.2098924669041,7.73898330675129e-100,2.6703177638438e-97,"Upregulated"
"ENSG00000203499.13","ENSG00000203499","IQANK1","protein_coding",812.16047632599,-2.74944599839782,0.129917233969106,-21.1630583133538,2.09203379310947e-99,7.05064040226568e-97,"Downregulated"
"ENSG00000104856.16","ENSG00000104856","RELB","protein_coding",399.071877905158,2.13568088434496,0.101010308838934,21.1431972527715,3.18736647640414e-99,1.04980261309202e-96,"Upregulated"
"ENSG00000119899.15","ENSG00000119899","SLC17A5","protein_coding",524.046835762248,2.69500204044186,0.127637626915119,21.1144793708369,5.85516197744277e-99,1.88562238615779e-96,"Upregulated"
"ENSG00000214357.11","ENSG00000214357","NEURL1B","protein_coding",1532.17738088597,1.36081670992215,0.064495558110455,21.099386528164,8.05746644902529e-99,2.53845225607119e-96,"Upregulated"
"ENSG00000178719.19","ENSG00000178719","GRINA","protein_coding",1744.73023213229,1.77192642439337,0.0840908449042666,21.0715735632175,1.45030950440967e-98,4.4718904974266e-96,"Upregulated"
"ENSG00000012048.28","ENSG00000012048","BRCA1","protein_coding",554.067782711734,-2.93431317997575,0.13963846943901,-21.0136446766009,4.92090541420442e-98,1.48570335963855e-95,"Downregulated"
"ENSG00000103485.21","ENSG00000103485","QPRT","protein_coding",1901.21514979889,2.895484569001,0.13810385237147,20.9659942085667,1.34090150025345e-97,3.96578460034142e-95,"Upregulated"
"ENSG00000167508.14","ENSG00000167508","MVD","protein_coding",459.35031242648,3.20199472320061,0.153249988317269,20.8939312711177,6.08024053341795e-97,1.76229691620586e-94,"Upregulated"
"ENSG00000163347.7","ENSG00000163347","CLDN1","protein_coding",1140.98601235066,-2.42798987254004,0.116557459658326,-20.8308406828477,2.27433968391475e-96,6.46269229397893e-94,"Downregulated"
"ENSG00000162437.17","ENSG00000162437","RAVER2","protein_coding",563.442336553251,1.38027339197625,0.0662904775486013,20.8215937343987,2.75856522731772e-96,7.6879090912093e-94,"Upregulated"
"ENSG00000129757.17","ENSG00000129757","CDKN1C","protein_coding",199.854236723909,4.60390175226805,0.222368822835746,20.7038994655683,3.19448036127147e-95,8.73479422557474e-93,"Upregulated"
"ENSG00000164615.8","ENSG00000164615","CAMLG","protein_coding",802.282619729294,2.09702292417439,0.101557951666153,20.6485350459592,1.00625086877981e-94,2.70047918339945e-92,"Upregulated"
"ENSG00000106028.13","ENSG00000106028","SSBP1","protein_coding",549.464221526951,-2.08372175403375,0.101141169041103,-20.6021126094256,2.62728105082674e-94,6.92264672519656e-92,"Downregulated"
"ENSG00000102317.20","ENSG00000102317","RBM3","protein_coding",554.014980794727,-2.16521351851445,0.105334752902175,-20.555547517402,6.86514260283106e-94,1.77660083214692e-91,"Downregulated"
"ENSG00000160752.17","ENSG00000160752","FDPS","protein_coding",2190.33756904704,2.38185585717764,0.115978604905696,20.537028007143,1.00528998326332e-93,2.55590569078105e-91,"Upregulated"
"ENSG00000144306.17","ENSG00000144306","SCRN3","protein_coding",224.303496204084,-3.00955160753624,0.146928957824789,-20.4830392326412,3.05020122403811e-93,7.62129588599315e-91,"Downregulated"
"ENSG00000178826.13","ENSG00000178826","TMEM139","protein_coding",439.509521312576,-2.53313365218335,0.123972399477493,-20.4330452815284,8.50299215330947e-93,2.08856546247052e-90,"Downregulated"
"ENSG00000196371.4","ENSG00000196371","FUT4","protein_coding",747.303964896608,-1.57143589100461,0.0774829814403152,-20.281045744414,1.8906875270269e-91,4.56664060694564e-89,"Downregulated"
"ENSG00000039523.22","ENSG00000039523","RIPOR1","protein_coding",732.043298696748,2.32048869709669,0.115011700568694,20.1761097838104,1.5875995391805e-90,3.7717200855416e-88,"Upregulated"
"ENSG00000001630.20","ENSG00000001630","CYP51A1","protein_coding",179.097806003244,2.99445034232801,0.14877712205061,20.127088769128,4.27376756786753e-90,9.98958703121553e-88,"Upregulated"
"ENSG00000006704.13","ENSG00000006704","GTF2IRD1","protein_coding",1359.01552244496,1.95559617492231,0.0979731284328305,19.9605361817454,1.21402711571413e-88,2.79264777157607e-86,"Upregulated"
"ENSG00000234745.16","ENSG00000234745","HLA-B","protein_coding",3197.88605660189,2.51901687031578,0.126267200000309,19.9498909480025,1.50215651313064e-88,3.4014456544202e-86,"Upregulated"
"ENSG00000197183.16","ENSG00000197183","NOL4L","protein_coding",1487.8832520134,2.18481305032159,0.109640357362982,19.9270880072784,2.3695401971127e-88,5.28298100562419e-86,"Upregulated"
"ENSG00000085978.24","ENSG00000085978","ATG16L1","protein_coding",654.402911956465,1.24281836279582,0.0623757682238703,19.9246982952622,2.48539700237836e-88,5.45732929673746e-86,"Upregulated"
"ENSG00000163931.19","ENSG00000163931","TKT","protein_coding",9587.40389544514,3.69396837725378,0.186529141814242,19.8037064950016,2.76575429375334e-87,5.98228525747363e-85,"Upregulated"
"ENSG00000163618.20","ENSG00000163618","CADPS","protein_coding",362.811663977537,-2.49178214019419,0.125913475795452,-19.7896382770191,3.65656563301987e-87,7.79278664025352e-85,"Downregulated"
"ENSG00000254166.5","ENSG00000254166","CASC19","lncRNA",364.054009768,-3.0629657999057,0.154996420364095,-19.7615260578962,6.384506768297e-87,1.34093147950957e-84,"Downregulated"
"ENSG00000117593.14","ENSG00000117593","DARS2","protein_coding",632.968556943063,-2.56754360819092,0.130221677752544,-19.716714240696,1.54975009185861e-86,3.20842547588785e-84,"Downregulated"
"ENSG00000164830.20","ENSG00000164830","OXR1","protein_coding",1212.06057293671,1.63997723848483,0.0832654736588365,19.6957654405991,2.34426850358777e-86,4.78494917661887e-84,"Upregulated"
"ENSG00000168310.14","ENSG00000168310","IRF2","protein_coding",430.239234924142,1.75532046966068,0.0893319839864995,19.6494065319982,5.84927388252294e-86,1.17732884868781e-83,"Upregulated"
"ENSG00000139112.13","ENSG00000139112","GABARAPL1","protein_coding",664.122842399309,3.27752443007936,0.166999746101054,19.6259246292272,9.28719825963632e-86,1.84369968737876e-83,"Upregulated"
"ENSG00000120451.12","ENSG00000120451","SNX19","protein_coding",853.794393664545,-2.10702522540578,0.10739955164915,-19.6185663073247,1.07337909188974e-85,2.10208240536029e-83,"Downregulated"
"ENSG00000120708.18","ENSG00000120708","TGFBI","protein_coding",11733.5917715058,-1.12444680030583,0.0573404679756468,-19.6100038943421,1.27022190146011e-85,2.45440743946132e-83,"Downregulated"
"ENSG00000136100.16","ENSG00000136100","VPS36","protein_coding",603.320660026491,-2.07190479290757,0.105910021347751,-19.5628776818442,3.20470506377292e-85,6.11086655055226e-83,"Downregulated"
"ENSG00000122359.20","ENSG00000122359","ANXA11","protein_coding",2334.29849324861,-1.27690964055377,0.0653262816473568,-19.5466450615812,4.40557552249178e-85,8.29163642492869e-83,"Downregulated"
"ENSG00000109586.14","ENSG00000109586","GALNT7","protein_coding",701.950538244034,-1.56137722172519,0.0799249231659449,-19.5355486108303,5.47543999932924e-85,1.01730867269589e-82,"Downregulated"
"ENSG00000111700.15","ENSG00000111700","SLCO1B3","protein_coding",159.411402668026,-2.51984912484486,0.129120296183549,-19.5155153707424,8.10477178199707e-85,1.48676395778103e-82,"Downregulated"
"ENSG00000185885.19","ENSG00000185885","IFITM1","protein_coding",259.717263318699,2.0264028930164,0.103984064646421,19.4876291853643,1.39810099917064e-84,2.53265995999761e-82,"Upregulated"
"ENSG00000076641.6","ENSG00000076641","PAG1","protein_coding",314.71612275966,-2.49977827362071,0.128429467104843,-19.4642112123693,2.20868564673137e-84,3.95163856696679e-82,"Downregulated"
"ENSG00000231074.12","ENSG00000231074","HCG18","lncRNA",227.454724268881,-3.62360880198613,0.186747598303346,-19.4037772635772,7.17041887231495e-84,1.26724036948278e-81,"Downregulated"
"ENSG00000148296.9","ENSG00000148296","SURF6","protein_coding",534.744601496205,-1.63385080798972,0.0844009917956744,-19.3581944148843,1.73873720114445e-83,3.03587705048016e-81,"Downregulated"
"ENSG00000186174.15","ENSG00000186174","BCL9L","protein_coding",1878.18712641987,1.83742472304526,0.094966416907545,19.3481525667552,2.11280589334532e-83,3.6450932150429e-81,"Upregulated"
"ENSG00000088899.18","ENSG00000088899","LZTS3","protein_coding",260.61847800195,1.99671091341353,0.103216846881274,19.3448160232046,2.25407302217476e-83,3.84306191027725e-81,"Upregulated"
"ENSG00000147592.11","ENSG00000147592","LACTB2","protein_coding",231.13742523119,-1.85174659225733,0.0957569721116686,-19.3379818870827,2.57351338998497e-83,4.33666930786769e-81,"Downregulated"
"ENSG00000170017.14","ENSG00000170017","ALCAM","protein_coding",962.435487213597,-1.68804096971748,0.0873478629574311,-19.3254982155676,3.27803935348037e-83,5.46038463340662e-81,"Downregulated"
"ENSG00000066279.21","ENSG00000066279","ASPM","protein_coding",498.000554546916,-2.60994937432009,0.135311955794317,-19.2883870386692,6.72384954352808e-83,1.10729576800919e-80,"Downregulated"
"ENSG00000254682.3","ENSG00000254682","DHCR7-DT","lncRNA",111.581530822207,3.1839080180739,0.165270340738729,19.2648481502634,1.05975793842101e-82,1.72561933074126e-80,"Upregulated"
"ENSG00000156976.19","ENSG00000156976","EIF4A2","protein_coding",7975.56318897111,2.32330012938541,0.120629960939291,19.259727113355,1.16993460260305e-82,1.88385469565815e-80,"Upregulated"
"ENSG00000143614.13","ENSG00000143614","GATAD2B","protein_coding",842.289287690939,1.3524046821123,0.0702844804693295,19.2418678075377,1.65148768416535e-82,2.6300395075741e-80,"Upregulated"
"ENSG00000125733.20","ENSG00000125733","TRIP10","protein_coding",898.129348714084,2.59438436534313,0.135122073776668,19.2003000903551,3.67960036356531e-82,5.79617048573788e-80,"Upregulated"
"ENSG00000137409.23","ENSG00000137409","MTCH1","protein_coding",2306.71232639858,1.51227346102488,0.0787698801215505,19.1986259048671,3.80012645774061e-82,5.92165942210504e-80,"Upregulated"
"ENSG00000076864.23","ENSG00000076864","RAP1GAP","protein_coding",217.627767029592,2.46592663373355,0.1284953057318,19.1907915988817,4.41857625239567e-82,6.81212840954447e-80,"Upregulated"
"ENSG00000182180.16","ENSG00000182180","MRPS16","protein_coding",907.571521135271,-2.00448074567464,0.104986692868425,-19.0927125229744,2.90296908701243e-81,4.42840294831412e-79,"Downregulated"
"ENSG00000077232.21","ENSG00000077232","DNAJC10","protein_coding",1284.31542093011,-1.62588521408743,0.0852669499334093,-19.0681760677166,4.64215864258557e-81,7.00772531753647e-79,"Downregulated"
"ENSG00000229953.2","ENSG00000229953","BCAN-AS2","lncRNA",243.710555773853,-2.71573143293903,0.142517302443782,-19.0554507163107,5.92044559252691e-81,8.84526778627835e-79,"Downregulated"
"ENSG00000233016.10","ENSG00000233016","SNHG7","lncRNA",1106.54592867375,1.75989964429973,0.0923595807450189,19.0548682670871,5.98670261137427e-81,8.85298920857509e-79,"Upregulated"
"ENSG00000001626.20","ENSG00000001626","CFTR","protein_coding",403.598534663284,-3.38020896394269,0.177758520320363,-19.0157352674333,1.26352920445052e-80,1.84960254857545e-78,"Downregulated"
"ENSG00000132471.13","ENSG00000132471","WBP2","protein_coding",1621.51263132267,2.17839611979696,0.114640323229014,19.0020060868568,1.64148822961072e-80,2.37884474235186e-78,"Upregulated"
"ENSG00000235823.6","ENSG00000235823","OLMALINC","lncRNA",357.699106944062,2.27595483804403,0.120100785773379,18.9503742493292,4.38454047324929e-80,6.29116440973552e-78,"Upregulated"
"ENSG00000118855.23","ENSG00000118855","MFSD1","protein_coding",268.094534314714,-2.42600448227467,0.128243805951784,-18.9171279210692,8.24254203908792e-80,1.1710874434359e-77,"Downregulated"
"ENSG00000159267.19","ENSG00000159267","HLCS","protein_coding",375.032117014542,-2.27154809059192,0.12033770948011,-18.8764444695316,1.78184835334335e-79,2.50704333365552e-77,"Downregulated"
"ENSG00000196365.14","ENSG00000196365","LONP1","protein_coding",2222.76245013483,-1.95170851245287,0.103483730557599,-18.8600517389209,2.42982034093303e-79,3.38586119046168e-77,"Downregulated"
"ENSG00000085982.18","ENSG00000085982","USP40","protein_coding",433.851164661783,-3.01455346906507,0.160011173243436,-18.8396435571336,3.5736414832076e-79,4.93230594044234e-77,"Downregulated"
"ENSG00000197712.14","ENSG00000197712","FAM114A1","protein_coding",331.214490203488,2.717781239155,0.144266695235593,18.8385908106979,3.64542691850636e-79,4.98391763235794e-77,"Upregulated"
"ENSG00000163961.5","ENSG00000163961","RNF168","protein_coding",478.149932262158,1.64080070871848,0.0871018876437397,18.8377169898959,3.70610248635888e-79,5.019517498347e-77,"Upregulated"
"ENSG00000077150.23","ENSG00000077150","NFKB2","protein_coding",470.555781791396,1.55985316479169,0.0831392918578427,18.7619250770001,1.54694051334561e-78,2.07576499253747e-76,"Upregulated"
"ENSG00000130707.20","ENSG00000130707","ASS1","protein_coding",5141.86070174822,1.51132273781931,0.0805693604880505,18.75803318612,1.66445410398161e-78,2.21296044723867e-76,"Upregulated"
"ENSG00000206527.12","ENSG00000206527","HACD2","protein_coding",1707.24702357606,-1.26774822906224,0.0675921407320423,-18.7558526084862,1.73414375239866e-78,2.28465556906922e-76,"Downregulated"
"ENSG00000142798.21","ENSG00000142798","HSPG2","protein_coding",1273.27047826555,2.15786876417515,0.115500427594367,18.6827772772711,6.83677200853339e-78,8.92599098627621e-76,"Upregulated"
"ENSG00000100994.14","ENSG00000100994","PYGB","protein_coding",2229.96521642588,-1.48373966508374,0.0795431876102835,-18.6532588102104,1.18809853515286e-77,1.53731464030672e-75,"Downregulated"
"ENSG00000231365.8","ENSG00000231365","WARS2-AS1","lncRNA",196.018748669348,-3.61093139601886,0.193621749413235,-18.6494100325076,1.27678370330774e-77,1.63744685206512e-75,"Downregulated"
"ENSG00000116455.15","ENSG00000116455","WDR77","protein_coding",348.994637669513,-2.47358625668317,0.133515071940669,-18.5266443760175,1.25897430229547e-76,1.60044347270754e-74,"Downregulated"
"ENSG00000198301.14","ENSG00000198301","SDAD1","protein_coding",385.937788248421,-1.63866202810787,0.0884870296949194,-18.5186691626734,1.46001626237717e-76,1.83987440646696e-74,"Downregulated"
"ENSG00000149182.17","ENSG00000149182","ARFGAP2","protein_coding",581.554632504487,-1.79725269638189,0.0972181502933478,-18.4868020113408,2.63738903543422e-76,3.29491740530283e-74,"Downregulated"
"ENSG00000074695.8","ENSG00000074695","LMAN1","protein_coding",2168.95407196822,1.34238478150095,0.0726274065529069,18.4831710949648,2.82103025912061e-76,3.49421970215179e-74,"Upregulated"
"ENSG00000166866.15","ENSG00000166866","MYO1A","protein_coding",627.573252763037,-3.46357103426044,0.187497239050395,-18.4726508603655,3.42828511840282e-76,4.2103989776181e-74,"Downregulated"
"ENSG00000164379.7","ENSG00000164379","FOXQ1","protein_coding",696.343229389125,-1.66595627681863,0.0901890765486445,-18.4718187675431,3.48154294329684e-76,4.23987565834099e-74,"Downregulated"
"ENSG00000120688.11","ENSG00000120688","WBP4","protein_coding",282.996194882713,-2.0028934181962,0.108581577567454,-18.445978250334,5.61732094866202e-76,6.78385126566749e-74,"Downregulated"
"ENSG00000173039.22","ENSG00000173039","RELA","protein_coding",1098.70841003121,1.03779230910948,0.0563446853441678,18.4186370510436,9.31187969886803e-76,1.11527074872724e-73,"Upregulated"
"ENSG00000143819.15","ENSG00000143819","EPHX1","protein_coding",968.109898709177,2.52736724710795,0.137456485068895,18.3866715771263,1.67981276767955e-75,1.99539726468952e-73,"Upregulated"
"ENSG00000149150.11","ENSG00000149150","SLC43A1","protein_coding",235.452501752623,-2.76214751361586,0.150384215713356,-18.3672701321309,2.40192791952388e-75,2.82997881380001e-73,"Downregulated"
"ENSG00000147155.13","ENSG00000147155","EBP","protein_coding",515.940933287159,2.36209315553927,0.12864523027143,18.3612960274972,2.68130944258466e-75,3.13367229370459e-73,"Upregulated"
"ENSG00000108984.18","ENSG00000108984","MAP2K6","protein_coding",300.665509142365,-3.81614432788669,0.207918148645139,-18.3540703529437,3.06284193049173e-75,3.5509364205349e-73,"Downregulated"
"ENSG00000122642.13","ENSG00000122642","FKBP9","protein_coding",1039.66365342285,-1.43820424572939,0.0784238965635408,-18.3388521707045,4.05263644334076e-75,4.6611751854678e-73,"Downregulated"
"ENSG00000100196.13","ENSG00000100196","KDELR3","protein_coding",390.787432428904,1.99871934218307,0.109084093126505,18.3227387687512,5.44998576753728e-75,6.21899163331892e-73,"Upregulated"
"ENSG00000141965.5","ENSG00000141965","FEM1A","protein_coding",385.775027421668,-2.02020898828797,0.111196568894243,-18.1679075926286,9.26652681638981e-74,1.04914458299313e-71,"Downregulated"
"ENSG00000197713.17","ENSG00000197713","RPE","protein_coding",791.823944491345,-1.31275800010164,0.0722597909994907,-18.1671989628491,9.38695990319697e-74,1.05454126292349e-71,"Downregulated"
"ENSG00000151632.20","ENSG00000151632","AKR1C2","protein_coding",281.621662567389,3.73293340003864,0.20581496814666,18.137327103336,1.61706702090149e-73,1.80265655899264e-71,"Upregulated"
"ENSG00000181019.14","ENSG00000181019","NQO1","protein_coding",5765.40768635256,1.09858219994858,0.060732236316181,18.0889469346922,3.89457909995371e-73,4.3084152913381e-71,"Upregulated"
"ENSG00000197858.14","ENSG00000197858","GPAA1","protein_coding",330.399729319231,-2.09832146838241,0.116214043546046,-18.0556618146672,7.12033730321119e-73,7.81726728773762e-71,"Downregulated"
"ENSG00000065618.23","ENSG00000065618","COL17A1","protein_coding",1733.57783458557,-1.84465941971938,0.102326185712499,-18.0272469541884,1.19074702100575e-72,1.29746660364025e-70,"Downregulated"
"ENSG00000108828.18","ENSG00000108828","VAT1","protein_coding",4205.96191114588,3.05001424557613,0.169201787798781,18.0258984568371,1.22013803656618e-72,1.31957018103859e-70,"Upregulated"
"ENSG00000168710.20","ENSG00000168710","AHCYL1","protein_coding",2305.9176896401,1.4459833777567,0.080381897008473,17.9889182959228,2.37957521378659e-72,2.55442992579224e-70,"Upregulated"
"ENSG00000164764.13","ENSG00000164764","SBSPON","protein_coding",104.517122397703,-3.43081173663087,0.191000389621191,-17.9623284718694,3.84341329968604e-72,4.09549599551839e-70,"Downregulated"
"ENSG00000144455.16","ENSG00000144455","SUMF1","protein_coding",171.728557265316,-3.47236005580684,0.193811492953953,-17.9161720643255,8.81918428456263e-72,9.32902325926143e-70,"Downregulated"
"ENSG00000132823.13","ENSG00000132823","OSER1","protein_coding",1065.30787164541,2.43054259158042,0.135914693592871,17.8828537763624,1.60412009629723e-71,1.68455858228547e-69,"Upregulated"
"ENSG00000100029.20","ENSG00000100029","PES1","protein_coding",452.877098863492,-1.47933140817595,0.082815276049811,-17.8630257452282,2.28888118945574e-71,2.3525153331626e-69,"Downregulated"
"ENSG00000076924.14","ENSG00000076924","XAB2","protein_coding",785.684423606402,1.86182270138217,0.104277124635322,17.8545650150342,2.66347700950796e-71,2.71824710012602e-69,"Upregulated"
"ENSG00000161011.22","ENSG00000161011","SQSTM1","protein_coding",10149.188587378,2.25345253844652,0.126223529692791,17.8528721541148,2.74546514049618e-71,2.78232732979515e-69,"Upregulated"
"ENSG00000196235.16","ENSG00000196235","SUPT5H","protein_coding",1941.7875463769,1.61634005878437,0.090834724876708,17.794296850442,7.82433234647929e-71,7.87432113647069e-69,"Upregulated"
"ENSG00000104419.18","ENSG00000104419","NDRG1","protein_coding",1261.14323640478,2.49728587477354,0.140379201939828,17.7895716763226,8.51281201446559e-71,8.50811529059554e-69,"Upregulated"
"ENSG00000153815.19","ENSG00000153815","CMIP","protein_coding",1303.15651207174,1.28646482067511,0.0723391056112361,17.7838087685077,9.43472814625257e-71,9.36493700654057e-69,"Upregulated"
"ENSG00000143376.16","ENSG00000143376","SNX27","protein_coding",725.019537895703,1.74492214537226,0.0981745814754485,17.7736652313473,1.13056616749731e-70,1.11456904077354e-68,"Upregulated"
"ENSG00000113615.15","ENSG00000113615","SEC24A","protein_coding",1196.30944078241,2.29674991696362,0.129258942376138,17.7685959264635,1.23749514967388e-70,1.21174187223472e-68,"Upregulated"
